2025-07-21 18:56:31,305 - DingTalk - INFO - 启动钉钉客户端
2025-07-21 18:56:31,305 - DingTalk - INFO - 应用ID：dingl9elinjlttwmpsxq
2025-07-21 18:56:31,305 - DingTalk - INFO - 使用凭证连接钉钉
2025-07-21 18:56:31,305 - DingTalk - INFO - 钉钉客户端连接成功
2025-07-21 18:56:31,305 - DingTalk - INFO - 已注册ChatbotMessage的回掉处理器
2025-07-21 18:56:31,305 - DingTalk - INFO - 正在启动钉钉客户端...
2025-07-22 07:20:36,870 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:20:37,940 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '4f876662-6689-11f0-80bd-52afbb2bd5e8'}
2025-07-22 07:20:40,954 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:20:41,752 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '51cdc5c9-6689-11f0-bee8-0eb3b764c0bb'}
2025-07-22 07:20:44,764 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:20:45,579 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '5416ec7f-6689-11f0-8bc5-6647947ab531'}
2025-07-22 07:20:48,592 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:20:49,438 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '56620b5c-6689-11f0-b7a2-faf2d53e39a8'}
2025-07-22 07:20:52,452 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:20:53,459 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '58c94b4f-6689-11f0-80c0-7e88154b8801'}
2025-07-22 07:20:56,471 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:20:57,325 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '5b16428d-6689-11f0-b05d-329bedae46d2'}
2025-07-22 07:21:00,337 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:01,161 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '5d607def-6689-11f0-bebd-26ca3a8714ef'}
2025-07-22 07:21:04,173 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:05,067 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '5fb2d6e9-6689-11f0-b7a2-faf2d53e39a8'}
2025-07-22 07:21:08,080 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:09,132 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '621f362f-6689-11f0-bebd-26ca3a8714ef'}
2025-07-22 07:21:12,145 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:12,919 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '64613339-6689-11f0-80bd-52afbb2bd5e8'}
2025-07-22 07:21:15,933 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:16,762 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '66ac07ce-6689-11f0-89fb-2eaa794b294e'}
2025-07-22 07:21:19,776 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:20,584 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '68f3ea80-6689-11f0-832b-b613d2b14d1f'}
2025-07-22 07:21:23,596 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:21:24,653 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '6b5f62ca-6689-11f0-bebd-26ca3a8714ef'}
2025-07-22 07:36:33,585 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:36:35,204 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '8a19a6bc-668b-11f0-884b-5a20030ba585'}
2025-07-22 07:51:23,856 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:51:25,383 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '9cae3dd2-668d-11f0-8d8a-de809d1c6511'}
2025-07-22 07:51:28,400 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:51:29,229 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '9ef93ad5-668d-11f0-bebd-26ca3a8714ef'}
2025-07-22 07:51:32,245 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:51:33,105 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'a1445630-668d-11f0-b05d-329bedae46d2'}
2025-07-22 07:51:43,291 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 07:51:48,305 - DingTalk - ERROR - open connection failed, error=('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer')), response.text=
2025-07-22 07:51:48,305 - DingTalk - ERROR - open connection failed
2025-07-22 08:24:33,512 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 08:24:34,956 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '3e89a586-6692-11f0-b05d-329bedae46d2'}
2025-07-22 08:28:49,682 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 08:28:54,697 - DingTalk - ERROR - open connection failed, error=('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer')), response.text=
2025-07-22 08:28:54,697 - DingTalk - ERROR - open connection failed
2025-07-22 09:01:25,405 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:01:27,082 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '6507fd41-6697-11f0-89fb-2eaa794b294e'}
2025-07-22 09:01:30,087 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:01:31,025 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '67568943-6697-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:17:53,097 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:17:54,832 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'b1cb5c0a-6699-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:17:57,837 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:17:58,811 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'b42781a0-6699-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:18:01,818 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:02,680 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'b676bfe8-6699-11f0-80bd-52afbb2bd5e8'}
2025-07-22 09:18:05,694 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:06,561 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'b8ca9543-6699-11f0-89fb-2eaa794b294e'}
2025-07-22 09:18:09,575 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:10,423 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'bb19ea5f-6699-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:18:13,437 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:14,570 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'bd839fa5-6699-11f0-80c0-7e88154b8801'}
2025-07-22 09:18:17,583 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:19,094 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'c038a3e4-6699-11f0-b05d-329bedae46d2'}
2025-07-22 09:18:22,101 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:22,953 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'c292be86-6699-11f0-80bd-52afbb2bd5e8'}
2025-07-22 09:18:25,960 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:26,954 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'c4e50901-6699-11f0-832b-b613d2b14d1f'}
2025-07-22 09:18:29,959 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:30,888 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'c74bb476-6699-11f0-8bc5-6647947ab531'}
2025-07-22 09:18:33,897 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:34,897 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'c9a0cecc-6699-11f0-8bff-5215a8ef9827'}
2025-07-22 09:18:37,908 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:39,014 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'cc17ad15-6699-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:18:42,023 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:43,211 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'ce9aa2fb-6699-11f0-884b-5a20030ba585'}
2025-07-22 09:18:46,224 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:47,422 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'd119748a-6699-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:18:50,432 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:51,263 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'd37277e1-6699-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:18:54,271 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:55,144 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'd5c07982-6699-11f0-89fb-2eaa794b294e'}
2025-07-22 09:18:58,152 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:18:58,955 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'd806ed0e-6699-11f0-8d8a-de809d1c6511'}
2025-07-22 09:19:01,967 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:02,837 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'da56665f-6699-11f0-832b-b613d2b14d1f'}
2025-07-22 09:19:05,856 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:06,679 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'dc9ed143-6699-11f0-bee8-0eb3b764c0bb'}
2025-07-22 09:19:09,692 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:10,494 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'dee92e09-6699-11f0-89fb-2eaa794b294e'}
2025-07-22 09:19:13,509 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:14,351 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'e135c92a-6699-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:19:17,360 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:18,178 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'e37c70a6-6699-11f0-8d8a-de809d1c6511'}
2025-07-22 09:19:21,192 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:22,347 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'e5f8130d-6699-11f0-80bd-52afbb2bd5e8'}
2025-07-22 09:19:25,356 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:26,200 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'e83f5e15-6699-11f0-80c0-7e88154b8801'}
2025-07-22 09:19:29,213 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:30,168 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'eaa2a238-6699-11f0-884b-5a20030ba585'}
2025-07-22 09:19:33,180 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:33,958 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'ece5cd1d-6699-11f0-8d8a-de809d1c6511'}
2025-07-22 09:19:36,966 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:37,933 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'ef40492c-6699-11f0-832b-b613d2b14d1f'}
2025-07-22 09:19:40,944 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:41,871 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'f18d1008-6699-11f0-8d8a-de809d1c6511'}
2025-07-22 09:19:44,881 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:45,716 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'f3e6ccd9-6699-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:19:48,728 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:49,565 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'f63101b2-6699-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:19:52,578 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:53,500 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'f88b80fd-6699-11f0-8d8a-de809d1c6511'}
2025-07-22 09:19:56,508 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:19:57,880 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'fb152f7e-6699-11f0-8bc5-6647947ab531'}
2025-07-22 09:20:00,890 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:01,749 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'fd6c4925-6699-11f0-8d8a-de809d1c6511'}
2025-07-22 09:20:04,759 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:05,588 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': 'ffbf4ce6-6699-11f0-832b-b613d2b14d1f'}
2025-07-22 09:20:08,600 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:09,679 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '022fe2d3-669a-11f0-89fb-2eaa794b294e'}
2025-07-22 09:20:12,690 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:13,596 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '04850f87-669a-11f0-832b-b613d2b14d1f'}
2025-07-22 09:20:16,607 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:17,518 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '06d926ea-669a-11f0-8bc5-6647947ab531'}
2025-07-22 09:20:20,539 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:21,439 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '092cc7ad-669a-11f0-8bc5-6647947ab531'}
2025-07-22 09:20:24,452 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:25,574 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '0b96722e-669a-11f0-884b-5a20030ba585'}
2025-07-22 09:20:28,587 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:29,523 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '0dfe34bd-669a-11f0-bee8-0eb3b764c0bb'}
2025-07-22 09:20:32,532 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:33,442 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '104f3c92-669a-11f0-8bc5-6647947ab531'}
2025-07-22 09:20:36,462 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:37,422 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '12b96b13-669a-11f0-bee8-0eb3b764c0bb'}
2025-07-22 09:20:40,435 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:41,308 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '14fe0543-669a-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:20:44,319 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:45,165 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '175550a6-669a-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:20:48,175 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:49,044 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '19a6c93d-669a-11f0-8bc5-6647947ab531'}
2025-07-22 09:20:52,054 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:53,467 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '1c4527da-669a-11f0-80c0-7e88154b8801'}
2025-07-22 09:20:56,482 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:20:57,423 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '1ea145c4-669a-11f0-80c0-7e88154b8801'}
2025-07-22 09:21:00,439 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:01,270 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '20edf5e2-669a-11f0-8bff-5215a8ef9827'}
2025-07-22 09:21:04,282 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:05,619 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '23847bc8-669a-11f0-bee8-0eb3b764c0bb'}
2025-07-22 09:21:08,631 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:09,596 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '25e63205-669a-11f0-80bd-52afbb2bd5e8'}
2025-07-22 09:21:12,610 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:13,727 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '285cd7e7-669a-11f0-b7a2-faf2d53e39a8'}
2025-07-22 09:21:16,739 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:17,647 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '2aaedaf0-669a-11f0-8bff-5215a8ef9827'}
2025-07-22 09:21:20,664 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:21,489 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '2cfd70e4-669a-11f0-8bff-5215a8ef9827'}
2025-07-22 09:21:24,500 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:25,329 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '2f41da80-669a-11f0-b05d-329bedae46d2'}
2025-07-22 09:21:28,337 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:29,224 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '31977dd8-669a-11f0-8d8a-de809d1c6511'}
2025-07-22 09:21:32,235 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:33,244 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '33fe4318-669a-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:21:36,254 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:37,466 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '36814856-669a-11f0-bebd-26ca3a8714ef'}
2025-07-22 09:21:40,479 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:41,371 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '38ceea29-669a-11f0-b05d-329bedae46d2'}
2025-07-22 09:21:44,383 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:45,366 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '3b2b7b6d-669a-11f0-89fb-2eaa794b294e'}
2025-07-22 09:21:48,379 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:49,256 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '3d89cc93-669a-11f0-8bff-5215a8ef9827'}
2025-07-22 09:21:52,269 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:53,114 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '3fd5cc23-669a-11f0-832b-b613d2b14d1f'}
2025-07-22 09:21:56,124 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:21:57,027 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '422a25fb-669a-11f0-8bc5-6647947ab531'}
2025-07-22 09:22:00,038 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:22:00,897 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '44796f3e-669a-11f0-bee8-0eb3b764c0bb'}
2025-07-22 09:22:03,912 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
2025-07-22 09:22:04,961 - DingTalk - INFO - endpoint is {'endpoint': 'wss://wss-open-connection.dingtalk.com:443/connect', 'ticket': '46ca55b2-669a-11f0-bee8-0eb3b764c0bb'}
2025-07-22 09:22:07,975 - DingTalk - INFO - open connection, url=https://api.dingtalk.com/v1.0/gateway/connections/open
